initialOwner,claimant,totalAmount,tgePercentage,cliffDuration,vestingDuration
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x57e029A25B16A20f9D3163Cbd6954eaE69bfB91F,"1,250,000",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xd9688cadA30279d7C2F6B73ae82406aa79669A4a,"1,250,000",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xC03265C9a398Ff17913ad5b04DE16d9b525275D4,"789,474",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,"26,316",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xf070f51f0CA84B2f0fA1b7cCc1C6760C0cc2B1af,"394,737",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,"210,526",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x91555336228b20c98589cDEd446AaBd1a3215F4F,"131,579",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x83948d4d3366B32a7f56BE6B705c3Ce229a36b79,"83,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x2299DaC5a1e31AFF58F50e5aBDb7c14E9ee0d4Aa,"191,667",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x976e216a7aADcC6DD8fBc2B3017D8796aD3CC21d,"33,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x3B178D034Bb534F49a998Fe82dfb2407975C183b,"33,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xfC663B8e5ec9f5DD2e358B34Ff448B564CC43ba6,"8,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xDBB44026de5d4437E0a6Ca536A8840D53D2E6Bc2,"8,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xfCA0c909c5Bf8fcFF8354F4360FDD45Ae2691b90,"8,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x25687b666D6A6e1b0e546F371C69F713FeFe363D,"16,667",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xdc753D6dC51B095c0e9BdCc83B8F74E2C3eC6188,"8,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xF91B54E99bf3c8028ffA690f664897FA0f1212C1,"8,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xB4273e47E43983DDcd840F3A1528565F7E0d80Cb,"8,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x2c5976418660edC37448176BC931eB108Eeb951B,"8,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x44617Ac4541C0A9323269B4eEB61a6e56DDf92ed,"16,667",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xAd4887e50Dd26079793eaF133DF48324254B51a7,"8,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x2A0Aa8708E71960fC5358686B6CD7E95f21f2044,"8,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xa23E10acd274FE0BF38Ff1EB7001a20a322491fD,"16,667",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x013e01AFB52005a4056052F17676fc1DED997D21,"8,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x38E06Cad1c74E5233AEd8da09F707CBCbeC2B54F,"8,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xD6ab48A1379FE3e8E88c19857e18562a488ddf6A,"8,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x0777832795d856711e8474bA63f9FAeF71467775,"8,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x5d335A726826602c3dD775690E31e34de071F8bb,"8,333",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x03c61dF59e2FBa81B2a45eaa769df05436E03848,"16,667",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x1f26291D81C472A2Ccfa474733E56FA5e2B13cB0,"50,000",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xC37424d17B2BC9611F44d06bb428dBc286362af0,"16,667",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xFF8DF0759B48a3B1f73170d3573e32684Facec20,"16,667",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xB694E4D874e4291694D8957A8905129B1449C396,"75,000",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x637D2E60DA55F8fAAA0c00Ed5AeA00a05383D2ca,"16,667",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xB9744eA3d36B2Ee72EF11aeE390B7dd8c245891F,"50,000",10.00%,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x1A7769F596890879DF7a6EeA9F4a4140e5C79bA3,"7,500,000",0,1,24
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xb17F2B96d215d4CB589fA5BB58c6505f209da5d0,"8,125,000",0,1,36
